market_ticker,fair_yes_probability,fair_yes_probability_low,fair_yes_probability_high,confidence,thesis,source_note,updated_at,evidence_count,evidence_quality,source_type,last_evidence_at,contract_family,resolution_source_type,model_name,model_probability_raw,execution_probability_guarded,market_midpoint_probability,settlement_source_primary,settlement_source_fallback,settlement_station,settlement_timezone,local_day_boundary,observation_window_local_start,observation_window_local_end,observation_window_local_source,weather_station_history_status,weather_station_history_cache_hit,weather_station_history_cache_fallback_used,weather_station_history_cache_fresh,weather_station_history_cache_age_seconds,weather_station_history_sample_metric,weather_station_history_sample_years,weather_station_history_sample_years_total,weather_station_history_sample_years_precip,weather_station_history_sample_years_tmax,weather_station_history_sample_years_tmin,weather_station_history_sample_years_mean,weather_station_history_min_sample_years_required,weather_station_history_live_ready,weather_station_history_live_ready_reason,threshold_expression,rule_text_hash_sha256,high_trust_evidence_count,market_family,research_priority_score
KXHMONTHRANGE-26APR-B1.270,0.113468,0.001,0.287468,0.68,NOAA global land-ocean anomaly trend and variance imply 11.3% for threshold (between:1.24:1.30).,noaa_global_land_ocean_anomaly_series:https://storage.googleapis.com/noaa-ncei-ipg/datasets/cag/data/time-series/global/tavg/anomaly_globe-land_ocean.json; series_end=2026-2; projected=1.173; sigma=0.182,2026-03-30T15:51:21.307119+00:00,120,0.82,auto_weather,2026-02-01T00:00:00+00:00,monthly_climate_anomaly,climate_archive,weather_monthly_anomaly_threshold_v1,,,,,,,,contract_defined_day,,,,,,,,,,,,,,,,,,,between:1.24:1.30,7cab7ee0c0c652896bee84bf42926d8163a58919c16f89b7f5d9ca912458709c,,,
KXHMONTHRANGE-26APR-T1.30,0.24242,0.06842,0.41642,0.68,NOAA global land-ocean anomaly trend and variance imply 24.2% for threshold (above:1.30).,noaa_global_land_ocean_anomaly_series:https://storage.googleapis.com/noaa-ncei-ipg/datasets/cag/data/time-series/global/tavg/anomaly_globe-land_ocean.json; series_end=2026-2; projected=1.173; sigma=0.182,2026-03-30T15:51:21.307119+00:00,120,0.82,auto_weather,2026-02-01T00:00:00+00:00,monthly_climate_anomaly,climate_archive,weather_monthly_anomaly_threshold_v1,,,,,,,,contract_defined_day,,,,,,,,,,,,,,,,,,,above:1.30,79af8fcabe3bd640f2166103a084da843c22cdffd9f22d80d2e4318c9c1f139c,,,
KXHMONTHRANGE-26APR-B1.130,0.127197,0.001,0.301197,0.68,NOAA global land-ocean anomaly trend and variance imply 12.7% for threshold (between:1.10:1.16).,noaa_global_land_ocean_anomaly_series:https://storage.googleapis.com/noaa-ncei-ipg/datasets/cag/data/time-series/global/tavg/anomaly_globe-land_ocean.json; series_end=2026-2; projected=1.173; sigma=0.182,2026-03-30T15:51:21.307119+00:00,120,0.82,auto_weather,2026-02-01T00:00:00+00:00,monthly_climate_anomaly,climate_archive,weather_monthly_anomaly_threshold_v1,,,,,,,,contract_defined_day,,,,,,,,,,,,,,,,,,,between:1.10:1.16,704091d31c6484bd80abe66880bf0ababc16210026faab9033a71b998a19de1c,,,
KXHMONTHRANGE-26APR-B1.060,0.108174,0.001,0.282174,0.68,NOAA global land-ocean anomaly trend and variance imply 10.8% for threshold (between:1.03:1.09).,noaa_global_land_ocean_anomaly_series:https://storage.googleapis.com/noaa-ncei-ipg/datasets/cag/data/time-series/global/tavg/anomaly_globe-land_ocean.json; series_end=2026-2; projected=1.173; sigma=0.182,2026-03-30T15:51:21.307119+00:00,120,0.82,auto_weather,2026-02-01T00:00:00+00:00,monthly_climate_anomaly,climate_archive,weather_monthly_anomaly_threshold_v1,,,,,,,,contract_defined_day,,,,,,,,,,,,,,,,,,,between:1.03:1.09,6fef6602c09cd113ddc4036c9a600b3d7b96999ec62e1e8761b1a43c38f901dc,,,
KXECONSTATCPIYOY-26MAY-T2.9,0.175,0.001,0.40148,0.577456,Auto prior supports the event based on 5 recent headlines across 3 sources.,CPI PROPERTY GROUP publishes financial results for 2025 - tradingview.com; Eurozone Inflation: What to Expect from February’s CPI Data - global.morningstar.com; US to publish CPI report for annual Social Security cost-of-living adjustment - Reuters,2026-04-01T22:28:27.001065+00:00,5,0.73,auto,2026-03-31T18:21:13+00:00,,rules_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,general_event,60.656596
KXECONSTATCPIYOY-26MAY-T3.0,0.205,0.001,0.43148,0.577456,Auto prior supports the event based on 5 recent headlines across 3 sources.,CPI PROPERTY GROUP publishes financial results for 2025 - tradingview.com; Eurozone Inflation: What to Expect from February’s CPI Data - global.morningstar.com; US to publish CPI report for annual Social Security cost-of-living adjustment - Reuters,2026-04-01T22:28:27.001065+00:00,5,0.73,auto,2026-03-31T18:21:13+00:00,,rules_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,general_event,60.2375
KXECONSTATCPIYOY-26MAY-T3.6,0.155,0.001,0.38148,0.577456,Auto prior supports the event based on 5 recent headlines across 3 sources.,CPI PROPERTY GROUP publishes financial results for 2025 - tradingview.com; Eurozone Inflation: What to Expect from February’s CPI Data - global.morningstar.com; US to publish CPI report for annual Social Security cost-of-living adjustment - Reuters,2026-04-01T22:28:27.001065+00:00,5,0.73,auto,2026-03-31T18:21:13+00:00,,rules_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,general_event,60.2375
KXECONSTATCPIYOY-26MAY-T3.8,0.155,0.001,0.38148,0.577456,Auto prior supports the event based on 5 recent headlines across 3 sources.,CPI PROPERTY GROUP publishes financial results for 2025 - tradingview.com; Eurozone Inflation: What to Expect from February’s CPI Data - global.morningstar.com; US to publish CPI report for annual Social Security cost-of-living adjustment - Reuters,2026-04-01T22:28:27.001065+00:00,5,0.73,auto,2026-03-31T18:21:13+00:00,,rules_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,general_event,60.2375
KXECONSTATCPIYOY-26MAY-T3.4,0.21,0.001,0.43648,0.577456,Auto prior supports the event based on 5 recent headlines across 3 sources.,CPI PROPERTY GROUP publishes financial results for 2025 - tradingview.com; Eurozone Inflation: What to Expect from February’s CPI Data - global.morningstar.com; US to publish CPI report for annual Social Security cost-of-living adjustment - Reuters,2026-04-01T22:28:27.001065+00:00,5,0.73,auto,2026-03-31T18:21:13+00:00,,rules_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,general_event,60.05
KXPCECORE-26JUL-T0.2,0.5,0.278212,0.721788,0.620112,Auto prior supports the event based on 6 recent headlines across 3 sources.,"Federal Reserve holds interest rates steady, signals one rate cut amid inflation uncertainty - U.S. Bank; U.S. FOMC Meeting (March 2026) - economics.td.com; Fed Keeps Rates Steady - The New York Times",2026-04-01T22:28:27.001065+00:00,6,0.716667,auto,2026-03-18T07:00:00+00:00,,rules_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,general_event,59.868
KXRAINNYCM-26JUN-3,0.471,0.367257,0.574743,0.801168,NWS hourly precipitation probabilities for station KJFK imply a 47.1% execution-guarded chance of measurable rain for 2026-06-30 settlement. Recent station observations were incorporated for short-horizon rain persistence.,nws_station_hourly_forecast:KJFK; periods_used=73; hourly_pop_points=73; gridpoint_status=ready; gridpoint_pop_points=0; gridpoint_qpf_points=0; gridpoint_qpf_signal=0.0000; forecast_updated_at=2026-04-03T06:20:16+00:00; rain_forecast_age_hours=1.17; raw_pop_independent=1.0000; raw_pop_persistence_adjusted=1.0000; raw_pop_regime_adjusted=0.9900; rain_lag1_autocorrelation=0.925; rain_effective_independence_ratio=0.350; rain_hourly_concentration_ratio=0.142; rain_burst_blend_weight=0.251; rain_climatology_blend_weight=0.0000; nws_observations_status=ready; nws_observations_recent_count=24; nws_observations_recent_rain_count=1; nws_observations_signal=0.0062; nws_alerts_status=ready; nws_alerts_count=0; nws_alerts_signal=0.0000; noaa_mrms_status=ready; noaa_mrms_age_seconds=5442.158; noaa_nbm_status=ready; noaa_nbm_cycle_age_seconds=5442.158; ncei_normals_status=upstream_error; ncei_cdo_status=upstream_error; historical_sample_metric=precip; historical_sample_years=None; historical_min_sample_years_required=8; historical_years=0; station_history_live_ready=False; station_history_live_ready_reason=status_upstream_error; execution_guarded_probability=0.4710,2026-04-03T07:30:42.157825+00:00,97,0.87,auto_weather,2026-04-03T06:20:16+00:00,daily_rain,weather_forecast,weather_rain_pop_regime_historical_v4,0.996225,0.471,0.001,,,KJFK,America/New_York,contract_defined_day,,,unknown,upstream_error,False,False,False,None,precip,None,None,None,None,None,None,8,False,status_upstream_error,above:3,2330c41d02d3ee05a95390a11feef47b81c0a464fa07e0c574f986ced2e7df56,,,
KXRAINNYCM-26JUN-1,0.471,0.367257,0.574743,0.801168,NWS hourly precipitation probabilities for station KJFK imply a 47.1% execution-guarded chance of measurable rain for 2026-06-30 settlement. Recent station observations were incorporated for short-horizon rain persistence.,nws_station_hourly_forecast:KJFK; periods_used=73; hourly_pop_points=73; gridpoint_status=ready; gridpoint_pop_points=0; gridpoint_qpf_points=0; gridpoint_qpf_signal=0.0000; forecast_updated_at=2026-04-03T06:20:16+00:00; rain_forecast_age_hours=1.17; raw_pop_independent=1.0000; raw_pop_persistence_adjusted=1.0000; raw_pop_regime_adjusted=0.9900; rain_lag1_autocorrelation=0.925; rain_effective_independence_ratio=0.350; rain_hourly_concentration_ratio=0.142; rain_burst_blend_weight=0.251; rain_climatology_blend_weight=0.0000; nws_observations_status=ready; nws_observations_recent_count=24; nws_observations_recent_rain_count=1; nws_observations_signal=0.0062; nws_alerts_status=ready; nws_alerts_count=0; nws_alerts_signal=0.0000; noaa_mrms_status=ready; noaa_mrms_age_seconds=5442.158; noaa_nbm_status=ready; noaa_nbm_cycle_age_seconds=5442.158; ncei_normals_status=upstream_error; ncei_cdo_status=upstream_error; historical_sample_metric=precip; historical_sample_years=None; historical_min_sample_years_required=8; historical_years=0; station_history_live_ready=False; station_history_live_ready_reason=status_upstream_error; execution_guarded_probability=0.4710,2026-04-03T07:30:42.157825+00:00,97,0.87,auto_weather,2026-04-03T06:20:16+00:00,daily_rain,weather_forecast,weather_rain_pop_regime_historical_v4,0.996225,0.471,0.001,,,KJFK,America/New_York,contract_defined_day,,,unknown,upstream_error,False,False,False,None,precip,None,None,None,None,None,None,8,False,status_upstream_error,above:1,8300c5430ce757323adbcf4e9da7d02dcb4f895601cda103dba28c79b9d5eb48,,,
KXRAINNYCM-26JUN-2,0.471,0.367257,0.574743,0.801168,NWS hourly precipitation probabilities for station KJFK imply a 47.1% execution-guarded chance of measurable rain for 2026-06-30 settlement. Recent station observations were incorporated for short-horizon rain persistence.,nws_station_hourly_forecast:KJFK; periods_used=73; hourly_pop_points=73; gridpoint_status=ready; gridpoint_pop_points=0; gridpoint_qpf_points=0; gridpoint_qpf_signal=0.0000; forecast_updated_at=2026-04-03T06:20:16+00:00; rain_forecast_age_hours=1.17; raw_pop_independent=1.0000; raw_pop_persistence_adjusted=1.0000; raw_pop_regime_adjusted=0.9900; rain_lag1_autocorrelation=0.925; rain_effective_independence_ratio=0.350; rain_hourly_concentration_ratio=0.142; rain_burst_blend_weight=0.251; rain_climatology_blend_weight=0.0000; nws_observations_status=ready; nws_observations_recent_count=24; nws_observations_recent_rain_count=1; nws_observations_signal=0.0062; nws_alerts_status=ready; nws_alerts_count=0; nws_alerts_signal=0.0000; noaa_mrms_status=ready; noaa_mrms_age_seconds=5442.158; noaa_nbm_status=ready; noaa_nbm_cycle_age_seconds=5442.158; ncei_normals_status=upstream_error; ncei_cdo_status=upstream_error; historical_sample_metric=precip; historical_sample_years=None; historical_min_sample_years_required=8; historical_years=0; station_history_live_ready=False; station_history_live_ready_reason=status_upstream_error; execution_guarded_probability=0.4710,2026-04-03T07:30:42.157825+00:00,97,0.87,auto_weather,2026-04-03T06:20:16+00:00,daily_rain,weather_forecast,weather_rain_pop_regime_historical_v4,0.996225,0.471,0.001,,,KJFK,America/New_York,contract_defined_day,,,unknown,upstream_error,False,False,False,None,precip,None,None,None,None,None,None,8,False,status_upstream_error,above:2,abba72b25d66e37c3f77340121cfe09d3d5064e3235849c7afff8ba4a1c0ac49,,,
KXRAINNYCM-26JUN-4,0.471,0.367257,0.574743,0.801168,NWS hourly precipitation probabilities for station KJFK imply a 47.1% execution-guarded chance of measurable rain for 2026-06-30 settlement. Recent station observations were incorporated for short-horizon rain persistence.,nws_station_hourly_forecast:KJFK; periods_used=73; hourly_pop_points=73; gridpoint_status=ready; gridpoint_pop_points=0; gridpoint_qpf_points=0; gridpoint_qpf_signal=0.0000; forecast_updated_at=2026-04-03T06:20:16+00:00; rain_forecast_age_hours=1.17; raw_pop_independent=1.0000; raw_pop_persistence_adjusted=1.0000; raw_pop_regime_adjusted=0.9900; rain_lag1_autocorrelation=0.925; rain_effective_independence_ratio=0.350; rain_hourly_concentration_ratio=0.142; rain_burst_blend_weight=0.251; rain_climatology_blend_weight=0.0000; nws_observations_status=ready; nws_observations_recent_count=24; nws_observations_recent_rain_count=1; nws_observations_signal=0.0062; nws_alerts_status=ready; nws_alerts_count=0; nws_alerts_signal=0.0000; noaa_mrms_status=ready; noaa_mrms_age_seconds=5442.158; noaa_nbm_status=ready; noaa_nbm_cycle_age_seconds=5442.158; ncei_normals_status=upstream_error; ncei_cdo_status=upstream_error; historical_sample_metric=precip; historical_sample_years=None; historical_min_sample_years_required=8; historical_years=0; station_history_live_ready=False; station_history_live_ready_reason=status_upstream_error; execution_guarded_probability=0.4710,2026-04-03T07:30:42.157825+00:00,97,0.87,auto_weather,2026-04-03T06:20:16+00:00,daily_rain,weather_forecast,weather_rain_pop_regime_historical_v4,0.996225,0.471,0.001,,,KJFK,America/New_York,contract_defined_day,,,unknown,upstream_error,False,False,False,None,precip,None,None,None,None,None,None,8,False,status_upstream_error,above:4,d43e8cd6c943e286af0d8d8b31873aa528c96939015b1ce157bd9b72539511dd,,,
KXRAINNYCM-26JUL-1,0.471,0.367257,0.574743,0.801168,NWS hourly precipitation probabilities for station KJFK imply a 47.1% execution-guarded chance of measurable rain for 2026-07-31 settlement. Recent station observations were incorporated for short-horizon rain persistence.,nws_station_hourly_forecast:KJFK; periods_used=73; hourly_pop_points=73; gridpoint_status=ready; gridpoint_pop_points=0; gridpoint_qpf_points=0; gridpoint_qpf_signal=0.0000; forecast_updated_at=2026-04-03T06:20:16+00:00; rain_forecast_age_hours=1.17; raw_pop_independent=1.0000; raw_pop_persistence_adjusted=1.0000; raw_pop_regime_adjusted=0.9900; rain_lag1_autocorrelation=0.925; rain_effective_independence_ratio=0.350; rain_hourly_concentration_ratio=0.142; rain_burst_blend_weight=0.251; rain_climatology_blend_weight=0.0000; nws_observations_status=ready; nws_observations_recent_count=24; nws_observations_recent_rain_count=1; nws_observations_signal=0.0062; nws_alerts_status=ready; nws_alerts_count=0; nws_alerts_signal=0.0000; noaa_mrms_status=ready; noaa_mrms_age_seconds=5442.158; noaa_nbm_status=ready; noaa_nbm_cycle_age_seconds=5442.158; ncei_normals_status=upstream_error; ncei_cdo_status=upstream_error; historical_sample_metric=precip; historical_sample_years=None; historical_min_sample_years_required=8; historical_years=0; station_history_live_ready=False; station_history_live_ready_reason=status_upstream_error; execution_guarded_probability=0.4710,2026-04-03T07:30:42.157825+00:00,97,0.87,auto_weather,2026-04-03T06:20:16+00:00,daily_rain,weather_forecast,weather_rain_pop_regime_historical_v4,0.996225,0.471,0.001,,,KJFK,America/New_York,contract_defined_day,,,unknown,upstream_error,False,False,False,None,precip,None,None,None,None,None,None,8,False,status_upstream_error,above:1,6816e200981a5ab093eaeb9670e4cd16e6d27ed3d027e5edaa845f31669052f3,,,
KXRAINNYCM-26JUL-2,0.471,0.367257,0.574743,0.801168,NWS hourly precipitation probabilities for station KJFK imply a 47.1% execution-guarded chance of measurable rain for 2026-07-31 settlement. Recent station observations were incorporated for short-horizon rain persistence.,nws_station_hourly_forecast:KJFK; periods_used=73; hourly_pop_points=73; gridpoint_status=ready; gridpoint_pop_points=0; gridpoint_qpf_points=0; gridpoint_qpf_signal=0.0000; forecast_updated_at=2026-04-03T06:20:16+00:00; rain_forecast_age_hours=1.17; raw_pop_independent=1.0000; raw_pop_persistence_adjusted=1.0000; raw_pop_regime_adjusted=0.9900; rain_lag1_autocorrelation=0.925; rain_effective_independence_ratio=0.350; rain_hourly_concentration_ratio=0.142; rain_burst_blend_weight=0.251; rain_climatology_blend_weight=0.0000; nws_observations_status=ready; nws_observations_recent_count=24; nws_observations_recent_rain_count=1; nws_observations_signal=0.0062; nws_alerts_status=ready; nws_alerts_count=0; nws_alerts_signal=0.0000; noaa_mrms_status=ready; noaa_mrms_age_seconds=5442.158; noaa_nbm_status=ready; noaa_nbm_cycle_age_seconds=5442.158; ncei_normals_status=upstream_error; ncei_cdo_status=upstream_error; historical_sample_metric=precip; historical_sample_years=None; historical_min_sample_years_required=8; historical_years=0; station_history_live_ready=False; station_history_live_ready_reason=status_upstream_error; execution_guarded_probability=0.4710,2026-04-03T07:30:42.157825+00:00,97,0.87,auto_weather,2026-04-03T06:20:16+00:00,daily_rain,weather_forecast,weather_rain_pop_regime_historical_v4,0.996225,0.471,0.001,,,KJFK,America/New_York,contract_defined_day,,,unknown,upstream_error,False,False,False,None,precip,None,None,None,None,None,None,8,False,status_upstream_error,above:2,cddfe846934b3f2ffde28cae10076f8c00c1b2e5c1ca94c74121b91a6d5ba15b,,,
KXRAINNYCM-26JUL-3,0.471,0.367257,0.574743,0.801168,NWS hourly precipitation probabilities for station KJFK imply a 47.1% execution-guarded chance of measurable rain for 2026-07-31 settlement. Recent station observations were incorporated for short-horizon rain persistence.,nws_station_hourly_forecast:KJFK; periods_used=73; hourly_pop_points=73; gridpoint_status=ready; gridpoint_pop_points=0; gridpoint_qpf_points=0; gridpoint_qpf_signal=0.0000; forecast_updated_at=2026-04-03T06:20:16+00:00; rain_forecast_age_hours=1.17; raw_pop_independent=1.0000; raw_pop_persistence_adjusted=1.0000; raw_pop_regime_adjusted=0.9900; rain_lag1_autocorrelation=0.925; rain_effective_independence_ratio=0.350; rain_hourly_concentration_ratio=0.142; rain_burst_blend_weight=0.251; rain_climatology_blend_weight=0.0000; nws_observations_status=ready; nws_observations_recent_count=24; nws_observations_recent_rain_count=1; nws_observations_signal=0.0062; nws_alerts_status=ready; nws_alerts_count=0; nws_alerts_signal=0.0000; noaa_mrms_status=ready; noaa_mrms_age_seconds=5442.158; noaa_nbm_status=ready; noaa_nbm_cycle_age_seconds=5442.158; ncei_normals_status=upstream_error; ncei_cdo_status=upstream_error; historical_sample_metric=precip; historical_sample_years=None; historical_min_sample_years_required=8; historical_years=0; station_history_live_ready=False; station_history_live_ready_reason=status_upstream_error; execution_guarded_probability=0.4710,2026-04-03T07:30:42.157825+00:00,97,0.87,auto_weather,2026-04-03T06:20:16+00:00,daily_rain,weather_forecast,weather_rain_pop_regime_historical_v4,0.996225,0.471,0.001,,,KJFK,America/New_York,contract_defined_day,,,unknown,upstream_error,False,False,False,None,precip,None,None,None,None,None,None,8,False,status_upstream_error,above:3,b0a81d63881934a3a15884bdabc349a88ab8e633866542aed52ee8db3e857116,,,
KXRAINNYCM-26JUL-4,0.471,0.367257,0.574743,0.801168,NWS hourly precipitation probabilities for station KJFK imply a 47.1% execution-guarded chance of measurable rain for 2026-07-31 settlement. Recent station observations were incorporated for short-horizon rain persistence.,nws_station_hourly_forecast:KJFK; periods_used=73; hourly_pop_points=73; gridpoint_status=ready; gridpoint_pop_points=0; gridpoint_qpf_points=0; gridpoint_qpf_signal=0.0000; forecast_updated_at=2026-04-03T06:20:16+00:00; rain_forecast_age_hours=1.17; raw_pop_independent=1.0000; raw_pop_persistence_adjusted=1.0000; raw_pop_regime_adjusted=0.9900; rain_lag1_autocorrelation=0.925; rain_effective_independence_ratio=0.350; rain_hourly_concentration_ratio=0.142; rain_burst_blend_weight=0.251; rain_climatology_blend_weight=0.0000; nws_observations_status=ready; nws_observations_recent_count=24; nws_observations_recent_rain_count=1; nws_observations_signal=0.0062; nws_alerts_status=ready; nws_alerts_count=0; nws_alerts_signal=0.0000; noaa_mrms_status=ready; noaa_mrms_age_seconds=5442.158; noaa_nbm_status=ready; noaa_nbm_cycle_age_seconds=5442.158; ncei_normals_status=upstream_error; ncei_cdo_status=upstream_error; historical_sample_metric=precip; historical_sample_years=None; historical_min_sample_years_required=8; historical_years=0; station_history_live_ready=False; station_history_live_ready_reason=status_upstream_error; execution_guarded_probability=0.4710,2026-04-03T07:30:42.157825+00:00,97,0.87,auto_weather,2026-04-03T06:20:16+00:00,daily_rain,weather_forecast,weather_rain_pop_regime_historical_v4,0.996225,0.471,0.001,,,KJFK,America/New_York,contract_defined_day,,,unknown,upstream_error,False,False,False,None,precip,None,None,None,None,None,None,8,False,status_upstream_error,above:4,3f53594465ea19b0a316b09e4497d629bd88c3f12cb407d486a04fad648a28a8,,,
KXRAINNYCM-26AUG-3,0.471,0.367257,0.574743,0.801168,NWS hourly precipitation probabilities for station KJFK imply a 47.1% execution-guarded chance of measurable rain for 2026-08-31 settlement. Recent station observations were incorporated for short-horizon rain persistence.,nws_station_hourly_forecast:KJFK; periods_used=73; hourly_pop_points=73; gridpoint_status=ready; gridpoint_pop_points=0; gridpoint_qpf_points=0; gridpoint_qpf_signal=0.0000; forecast_updated_at=2026-04-03T06:20:16+00:00; rain_forecast_age_hours=1.17; raw_pop_independent=1.0000; raw_pop_persistence_adjusted=1.0000; raw_pop_regime_adjusted=0.9900; rain_lag1_autocorrelation=0.925; rain_effective_independence_ratio=0.350; rain_hourly_concentration_ratio=0.142; rain_burst_blend_weight=0.251; rain_climatology_blend_weight=0.0000; nws_observations_status=ready; nws_observations_recent_count=24; nws_observations_recent_rain_count=1; nws_observations_signal=0.0062; nws_alerts_status=ready; nws_alerts_count=0; nws_alerts_signal=0.0000; noaa_mrms_status=ready; noaa_mrms_age_seconds=5442.158; noaa_nbm_status=ready; noaa_nbm_cycle_age_seconds=5442.158; ncei_normals_status=upstream_error; ncei_cdo_status=upstream_error; historical_sample_metric=precip; historical_sample_years=None; historical_min_sample_years_required=8; historical_years=0; station_history_live_ready=False; station_history_live_ready_reason=status_upstream_error; execution_guarded_probability=0.4710,2026-04-03T07:30:42.157825+00:00,97,0.87,auto_weather,2026-04-03T06:20:16+00:00,daily_rain,weather_forecast,weather_rain_pop_regime_historical_v4,0.996225,0.471,0.001,,,KJFK,America/New_York,contract_defined_day,,,unknown,upstream_error,False,False,False,None,precip,None,None,None,None,None,None,8,False,status_upstream_error,above:3,29fb3bd52bcc5139e0b023a58ff221611625a1abea321d8aadfe61388e700017,,,
KXRAINNYCM-26AUG-1,0.471,0.367257,0.574743,0.801168,NWS hourly precipitation probabilities for station KJFK imply a 47.1% execution-guarded chance of measurable rain for 2026-08-31 settlement. Recent station observations were incorporated for short-horizon rain persistence.,nws_station_hourly_forecast:KJFK; periods_used=73; hourly_pop_points=73; gridpoint_status=ready; gridpoint_pop_points=0; gridpoint_qpf_points=0; gridpoint_qpf_signal=0.0000; forecast_updated_at=2026-04-03T06:20:16+00:00; rain_forecast_age_hours=1.17; raw_pop_independent=1.0000; raw_pop_persistence_adjusted=1.0000; raw_pop_regime_adjusted=0.9900; rain_lag1_autocorrelation=0.925; rain_effective_independence_ratio=0.350; rain_hourly_concentration_ratio=0.142; rain_burst_blend_weight=0.251; rain_climatology_blend_weight=0.0000; nws_observations_status=ready; nws_observations_recent_count=24; nws_observations_recent_rain_count=1; nws_observations_signal=0.0062; nws_alerts_status=ready; nws_alerts_count=0; nws_alerts_signal=0.0000; noaa_mrms_status=ready; noaa_mrms_age_seconds=5442.158; noaa_nbm_status=ready; noaa_nbm_cycle_age_seconds=5442.158; ncei_normals_status=upstream_error; ncei_cdo_status=upstream_error; historical_sample_metric=precip; historical_sample_years=None; historical_min_sample_years_required=8; historical_years=0; station_history_live_ready=False; station_history_live_ready_reason=status_upstream_error; execution_guarded_probability=0.4710,2026-04-03T07:30:42.157825+00:00,97,0.87,auto_weather,2026-04-03T06:20:16+00:00,daily_rain,weather_forecast,weather_rain_pop_regime_historical_v4,0.996225,0.471,0.001,,,KJFK,America/New_York,contract_defined_day,,,unknown,upstream_error,False,False,False,None,precip,None,None,None,None,None,None,8,False,status_upstream_error,above:1,ad3977f5810aafe3bb5b5fc413cd1249827d353c7958622c4e5b42f52e9ec638,,,
KXRAINNYCM-26AUG-2,0.471,0.367257,0.574743,0.801168,NWS hourly precipitation probabilities for station KJFK imply a 47.1% execution-guarded chance of measurable rain for 2026-08-31 settlement. Recent station observations were incorporated for short-horizon rain persistence.,nws_station_hourly_forecast:KJFK; periods_used=73; hourly_pop_points=73; gridpoint_status=ready; gridpoint_pop_points=0; gridpoint_qpf_points=0; gridpoint_qpf_signal=0.0000; forecast_updated_at=2026-04-03T06:20:16+00:00; rain_forecast_age_hours=1.17; raw_pop_independent=1.0000; raw_pop_persistence_adjusted=1.0000; raw_pop_regime_adjusted=0.9900; rain_lag1_autocorrelation=0.925; rain_effective_independence_ratio=0.350; rain_hourly_concentration_ratio=0.142; rain_burst_blend_weight=0.251; rain_climatology_blend_weight=0.0000; nws_observations_status=ready; nws_observations_recent_count=24; nws_observations_recent_rain_count=1; nws_observations_signal=0.0062; nws_alerts_status=ready; nws_alerts_count=0; nws_alerts_signal=0.0000; noaa_mrms_status=ready; noaa_mrms_age_seconds=5442.158; noaa_nbm_status=ready; noaa_nbm_cycle_age_seconds=5442.158; ncei_normals_status=upstream_error; ncei_cdo_status=upstream_error; historical_sample_metric=precip; historical_sample_years=None; historical_min_sample_years_required=8; historical_years=0; station_history_live_ready=False; station_history_live_ready_reason=status_upstream_error; execution_guarded_probability=0.4710,2026-04-03T07:30:42.157825+00:00,97,0.87,auto_weather,2026-04-03T06:20:16+00:00,daily_rain,weather_forecast,weather_rain_pop_regime_historical_v4,0.996225,0.471,0.001,,,KJFK,America/New_York,contract_defined_day,,,unknown,upstream_error,False,False,False,None,precip,None,None,None,None,None,None,8,False,status_upstream_error,above:2,1a7e3b8c8982b6df5a1d243c783bddcac108b522d0ca05cd24dd2b0c043fe37d,,,
KXRAINNYCM-26AUG-4,0.471,0.367257,0.574743,0.801168,NWS hourly precipitation probabilities for station KJFK imply a 47.1% execution-guarded chance of measurable rain for 2026-08-31 settlement. Recent station observations were incorporated for short-horizon rain persistence.,nws_station_hourly_forecast:KJFK; periods_used=73; hourly_pop_points=73; gridpoint_status=ready; gridpoint_pop_points=0; gridpoint_qpf_points=0; gridpoint_qpf_signal=0.0000; forecast_updated_at=2026-04-03T06:20:16+00:00; rain_forecast_age_hours=1.17; raw_pop_independent=1.0000; raw_pop_persistence_adjusted=1.0000; raw_pop_regime_adjusted=0.9900; rain_lag1_autocorrelation=0.925; rain_effective_independence_ratio=0.350; rain_hourly_concentration_ratio=0.142; rain_burst_blend_weight=0.251; rain_climatology_blend_weight=0.0000; nws_observations_status=ready; nws_observations_recent_count=24; nws_observations_recent_rain_count=1; nws_observations_signal=0.0062; nws_alerts_status=ready; nws_alerts_count=0; nws_alerts_signal=0.0000; noaa_mrms_status=ready; noaa_mrms_age_seconds=5442.158; noaa_nbm_status=ready; noaa_nbm_cycle_age_seconds=5442.158; ncei_normals_status=upstream_error; ncei_cdo_status=upstream_error; historical_sample_metric=precip; historical_sample_years=None; historical_min_sample_years_required=8; historical_years=0; station_history_live_ready=False; station_history_live_ready_reason=status_upstream_error; execution_guarded_probability=0.4710,2026-04-03T07:30:42.157825+00:00,97,0.87,auto_weather,2026-04-03T06:20:16+00:00,daily_rain,weather_forecast,weather_rain_pop_regime_historical_v4,0.996225,0.471,0.001,,,KJFK,America/New_York,contract_defined_day,,,unknown,upstream_error,False,False,False,None,precip,None,None,None,None,None,None,8,False,status_upstream_error,above:4,e7fc43cf5886e304597db18ca3c904dcee5d77addbe848ae7168ef20cda60ad7,,,
